id,bai,tieude,noidung
38,Bài 21: Đối tượng navigator trong javascript,cookieEnabled,"-Thuộc tính này dùng để kiểm tra xem trình duyệt có bật cookie hay không. Nó sẽ trả về true nếu trình duyệt bật và ngược lại sẽ trả về false nếu không bật.
VD:

```js
<!DOCTYPE html>
<html>

<head>
	<meta charset=""utf-8"">
	<title>Toidicode.com demo navigator</title>
</head>
<style type=""text/css"" media=""screen"">
	p{
		border:1px solid #dddddd;
		background: #e1e1e1;
		padding: 10px;
	}
</style>
<body>
	<div>Click vào button để xem kết quả</div>
	<button type=""button"" onclick=""getInfo()"">Click</button>
	<p id=""results""></p>
	<script type=""text/javascript"">
		function getInfo() {
			var app = navigator.cookieEnabled;
			if(app){
				data = 'Trình duyệt có bật cookie';
			} else {
				data = 'Trình duyệt không bật cookie';
			}
			document.getElementById('results').innerHTML = data;
		}
	</script>
</body>

</html>
```

```js
<!DOCTYPE html>
<html>

<head>
	<meta charset=""utf-8"">
	<title>Toidicode.com demo navigator</title>
</head>
<style type=""text/css"" media=""screen"">
	p{
		border:1px solid #dddddd;
		background: #e1e1e1;
		padding: 10px;
	}
</style>
<body>
	<div>Click vào button để xem kết quả</div>
	<button type=""button"" onclick=""getInfo()"">Click</button>
	<p id=""results""></p>
	<script type=""text/javascript"">
		function getInfo() {
			var app = navigator.cookieEnabled;
			if(app){
				data = 'Trình duyệt có bật cookie';
			} else {
				data = 'Trình duyệt không bật cookie';
			}
			document.getElementById('results').innerHTML = data;
		}
	</script>
</body>

</html>
```
Xem Kết Quả"
39,Bài 21: Đối tượng navigator trong javascript,language,"-Thuộc tính này trả về ngôn ngữ trình duyệt của client.
Cú Pháp:

```js
navigator.language;
```

```js
navigator.language;
```
Xem Kết Quả"
40,Bài 21: Đối tượng navigator trong javascript,onLine,"-Thuộc tính này kiểm tra xem trình duyệt có đang trực tuyến hay không. Nó sẽ trả vềtruenếu có vàfalsenếu không.

```js
true
```

```js
false
```
Cú pháp:

```js
navigator.onLine;
```

```js
navigator.onLine;
```
Xem Kết Quả"
41,Bài 21: Đối tượng navigator trong javascript,platform,"-Thuộc tính này trả về hệ điều hànhcủa trình duyệt.
Cú Pháp:

```js
navigator.platform;
```

```js
navigator.platform;
```
Xem Kết Quả"
42,Bài 21: Đối tượng navigator trong javascript,product,"-Thuộc tính này trả về engine của trình duyệt mà người dùng đang sử dụng/

```js
navigator.product;
```

```js
navigator.product;
```
Xem Kết Quả"
43,Bài 21: Đối tượng navigator trong javascript,userAgent,"-Thuộc tính này trả về agent của trình duyệt.
Cú Pháp:

```js
navigator.userAgent;
```

```js
navigator.userAgent;
```
Xem Kết Quả"
44,Bài 21: Đối tượng navigator trong javascript,JavaEnabled(),"-Phương thức này có tác dụng kiểm tra xem trình duyệt có đang bậtjava(không phải javascipt đâu nhé) không? Nó sẽ trả về true nếu có, và ngược lại flase nếu không.
VD:

```js
<!DOCTYPE html>
<html>

<head>
	<meta charset=""utf-8"">
	<title>Toidicode.com demo navigator</title>
</head>
<style type=""text/css"" media=""screen"">
	p{
		border:1px solid #dddddd;
		background: #e1e1e1;
		padding: 10px;
	}
</style>
<body>
	<div>Click vào button để xem kết quả</div>
	<button type=""button"" onclick=""getInfo()"">Click</button>
	<p id=""results""></p>
	<script type=""text/javascript"">
		function getInfo() {
			var app = navigator.javaEnabled();
			if(app){
				data = 'Trình duyệt có bật java';
			} else {
				data = 'Trình duyệt không bật java';
			}
			document.getElementById('results').innerHTML = data;
		}
	</script>
</body>

</html>
```

```js
<!DOCTYPE html>
<html>

<head>
	<meta charset=""utf-8"">
	<title>Toidicode.com demo navigator</title>
</head>
<style type=""text/css"" media=""screen"">
	p{
		border:1px solid #dddddd;
		background: #e1e1e1;
		padding: 10px;
	}
</style>
<body>
	<div>Click vào button để xem kết quả</div>
	<button type=""button"" onclick=""getInfo()"">Click</button>
	<p id=""results""></p>
	<script type=""text/javascript"">
		function getInfo() {
			var app = navigator.javaEnabled();
			if(app){
				data = 'Trình duyệt có bật java';
			} else {
				data = 'Trình duyệt không bật java';
			}
			document.getElementById('results').innerHTML = data;
		}
	</script>
</body>

</html>
```
Xem Kết Quả"
45,Bài 21: Đối tượng navigator trong javascript,taintEnabled(),-Phương thức này kiểm tra xem trình duyệt có đang xóa dữ liệu không? Nhưng kể từ phiên bản JavaScript 1.2 đã không còn hỗ trợ phương thức này nữa.
46,Bài 21: Đối tượng navigator trong javascript,"4, Lời kết.","-Phần trên mình đã giới thiệu với mọi người hầu như toàn bộ cácthuộc tính và phương thức trong đối tượng navigatorrồi. Chỉ còn duy nhất 1 đối tượng con bên trong đối tượng này làgeolocation, mình sẽ trình bày nó ở một bài riêng khác trong thời gian sắp tới. Chúc các bạn học tốt.

```js
geolocation
```"
47,Bài 22: Đối tượng screen trong Javascript,Giới thiệu,"Tiếp tục với series BOM, bài này chúng ta sẽ tìm hiểu về BOM cuối cùng trong javascript làscreen object."
48,Bài 22: Đối tượng screen trong Javascript,"1, Đối tượng screen.","-Đối tượng screen trong javascript chứa các thông số về màn hình của người dùng.
Cú Pháp:

```js
window.screen;
//hoặc
screen;
```

```js
window.screen;
//hoặc
screen;
```
-Đối tượng này gồm có 6 thuộc tính với 6 chức năng khác nhau và bài này chúng ta sẽ tìm hiểu hết 6 thuộc tính đó."
49,Bài 22: Đối tượng screen trong Javascript,width - height,"-Hai thuộc tính này trả về chiều rộng và chiều cao (Đơn vị pixel) của màn hình thiết bị mà người dùng đang sử dụng.
Cú Pháp:

```js
//lấy chiều rộng
screen.width;
//Lấy chiều cao
screen.height;
```

```js
//lấy chiều rộng
screen.width;
//Lấy chiều cao
screen.height;
```
VD:

```js
<!DOCTYPE html>
<html>

<head>
<meta charset=""utf-8"">
    <title>Toidicode.com demo navigator</title>
</head>
<style type=""text/css"" media=""screen"">
    p{
        border:1px solid #dddddd;
        background: #e1e1e1;
        padding: 10px;
    }
</style>
<body>
    <div>Click vào button để xem kết quả</div>
    <button type=""button"" onclick=""getInfo()"">Click</button>
    <p id=""results""></p>
    <script type=""text/javascript"">
        function getInfo() {
            var data = ""Màn hình của bạn <br>"";
            data += ""rộng: "" + screen.width + ""<br>"";
            data += ""Cao: "" + screen.height;
            document.getElementById('results').innerHTML = data;
        }
    </script>
</body>

</html>
```

```js
<!DOCTYPE html>
<html>

<head>
<meta charset=""utf-8"">
    <title>Toidicode.com demo navigator</title>
</head>
<style type=""text/css"" media=""screen"">
    p{
        border:1px solid #dddddd;
        background: #e1e1e1;
        padding: 10px;
    }
</style>
<body>
    <div>Click vào button để xem kết quả</div>
    <button type=""button"" onclick=""getInfo()"">Click</button>
    <p id=""results""></p>
    <script type=""text/javascript"">
        function getInfo() {
            var data = ""Màn hình của bạn <br>"";
            data += ""rộng: "" + screen.width + ""<br>"";
            data += ""Cao: "" + screen.height;
            document.getElementById('results').innerHTML = data;
        }
    </script>
</body>

</html>
```
Xem Kết Quả"
50,Bài 22: Đối tượng screen trong Javascript,availWidth - availHeight,"-Hai thuộc tính này cũng trả về chiều rộng và chiều cao của màn hình, nhưng đây làmàn hình của trình duyệt.

Cú Pháp:

```js
//Lấy availWidth
screen.availWidth;
//Lấy availHeight
screen.availHeight;
```

```js
//Lấy availWidth
screen.availWidth;
//Lấy availHeight
screen.availHeight;
```
VD:

```js
<!DOCTYPE html>
<html>

<head>
	<meta charset=""utf-8"">
	<title>Toidicode.com demo screen</title>
</head>
<style type=""text/css"" media=""screen"">
	p{
		border:1px solid #dddddd;
		background: #e1e1e1;
		padding: 10px;
	}
</style>
<body>
	<div>Click vào button để xem kết quả</div>
	<button type=""button"" onclick=""getInfo()"">Click</button>
	<p id=""results""></p>
	<script type=""text/javascript"">
		function getInfo() {
			var data = ""Màn hình trình duyệt của bạn <br>"";
			data += ""Rộng: "" + screen.availWidth + ""<br>"";
			data += ""Cao: "" + screen.availHeight;
			document.getElementById('results').innerHTML = data;
		}
	</script>
</body>

</html>
```

```js
<!DOCTYPE html>
<html>

<head>
	<meta charset=""utf-8"">
	<title>Toidicode.com demo screen</title>
</head>
<style type=""text/css"" media=""screen"">
	p{
		border:1px solid #dddddd;
		background: #e1e1e1;
		padding: 10px;
	}
</style>
<body>
	<div>Click vào button để xem kết quả</div>
	<button type=""button"" onclick=""getInfo()"">Click</button>
	<p id=""results""></p>
	<script type=""text/javascript"">
		function getInfo() {
			var data = ""Màn hình trình duyệt của bạn <br>"";
			data += ""Rộng: "" + screen.availWidth + ""<br>"";
			data += ""Cao: "" + screen.availHeight;
			document.getElementById('results').innerHTML = data;
		}
	</script>
</body>

</html>
```
Xem Kết Quả"
51,Bài 22: Đối tượng screen trong Javascript,colorDepth,"-Thuộc tính này trả về color Depth - số lượng màu sắc hiển thị được trên màn hình.
Cú Pháp:

```js
screen.colorDepth;
```

```js
screen.colorDepth;
```
VD:

```js
<!DOCTYPE html>
<html>

<head>
	<meta charset=""utf-8"">
	<title>Toidicode.com demo screen</title>
</head>
<style type=""text/css"" media=""screen"">
	p{
		border:1px solid #dddddd;
		background: #e1e1e1;
		padding: 10px;
	}
</style>
<body>
	<div>Click vào button để xem kết quả</div>
	<button type=""button"" onclick=""getInfo()"">Click</button>
	<p id=""results""></p>
	<script type=""text/javascript"">
		function getInfo() {
			var data = ""Color Depth của màn hình: ""+ screen.colorDepth;
			document.getElementById('results').innerHTML = data;
		}
	</script>
</body>

</html>
```

```js
<!DOCTYPE html>
<html>

<head>
	<meta charset=""utf-8"">
	<title>Toidicode.com demo screen</title>
</head>
<style type=""text/css"" media=""screen"">
	p{
		border:1px solid #dddddd;
		background: #e1e1e1;
		padding: 10px;
	}
</style>
<body>
	<div>Click vào button để xem kết quả</div>
	<button type=""button"" onclick=""getInfo()"">Click</button>
	<p id=""results""></p>
	<script type=""text/javascript"">
		function getInfo() {
			var data = ""Color Depth của màn hình: ""+ screen.colorDepth;
			document.getElementById('results').innerHTML = data;
		}
	</script>
</body>

</html>
```
Xem Kết Quả"
52,Bài 22: Đối tượng screen trong Javascript,pixelDpth,"-Thuộc tính này trả về pixel Depth của màn hình.
Cú Pháp:

```js
screen.pixelDepth;
```

```js
screen.pixelDepth;
```
VD:

```js
<!DOCTYPE html>
<html>

<head>
	<meta charset=""utf-8"">
	<title>Toidicode.com demo screen</title>
</head>
<style type=""text/css"" media=""screen"">
	p{
		border:1px solid #dddddd;
		background: #e1e1e1;
		padding: 10px;
	}
</style>
<body>
	<div>Click vào button để xem kết quả</div>
	<button type=""button"" onclick=""getInfo()"">Click</button>
	<p id=""results""></p>
	<script type=""text/javascript"">
		function getInfo() {
			var data = ""Color Depth của màn hình: ""+ screen.pixelDepth;
			document.getElementById('results').innerHTML = data;
		}
	</script>
</body>

</html>
```

```js
<!DOCTYPE html>
<html>

<head>
	<meta charset=""utf-8"">
	<title>Toidicode.com demo screen</title>
</head>
<style type=""text/css"" media=""screen"">
	p{
		border:1px solid #dddddd;
		background: #e1e1e1;
		padding: 10px;
	}
</style>
<body>
	<div>Click vào button để xem kết quả</div>
	<button type=""button"" onclick=""getInfo()"">Click</button>
	<p id=""results""></p>
	<script type=""text/javascript"">
		function getInfo() {
			var data = ""Color Depth của màn hình: ""+ screen.pixelDepth;
			document.getElementById('results').innerHTML = data;
		}
	</script>
</body>

</html>
```
Xem Kết Quả"
53,Bài 22: Đối tượng screen trong Javascript,"3, Lời kết.","-Qua phần này mình đã giới thiệu xong đến mọi người về screen trong javscript rồi, và đây cũng là bài cuối cùng trong series BOM Javascript. Bài tiếp theo chúng ta sẽ tìm hiểu vềtime events trong javascript."
54,Bài 28: LocalStorage và sessionStorage,Giới thiệu,Như các bạn đã biết thì chúng ta có thể lưu trữ dữ liệu vào cơ sở dữ liệu qua các hệ quản trị cơ sở dữ liệu và ngoài ra chúng ta có thể lưu trữ dữ liệu thông quacookie hoặc session. Nhưng hôm nay mình sẽ giới thiệu với mọi người 2 cách lưu trữ dữ liệu nữa đó làlocalStorage và sessionStorage.
55,Bài 28: LocalStorage và sessionStorage,"1, localStorage.","-localStoragedịch ra tiếng việt thì nhiều bạn chắc cũng đã hiểu tương đối về tác dụng của nó rồi đúng không? Ở đâylocalStoragelà một phần được tích hợp sẵn vào trong trình duyệt giúp cho chúng ta có thể lưu trữ và truy vấn dữ liệu vô thời hạn vào trong trình duyệt của người dùng (nó chỉ bị mất đi khi người dùng clear trình duyệt). Chúng ta có thể lưu trữ dữ liệu tương đối lớn (khoảng 5Mb).
-Trước khi sử dụnglocalstoragethì các bạn cần lưu ý:localStoragechỉ hỗ trợ trên các trình duyệt có version như sau trở lên:
-Và để kiểm tra xem trình duyệt có hỗ trợ localStorage hay không thì chúng ta dùngtypeof.

```js
typeof
```

```js
if (typeof(Storage) !== 'undefined') {
    //hỗ trợ
} else {
    // không hỗ trợ
}
```

```js
if (typeof(Storage) !== 'undefined') {
    //hỗ trợ
} else {
    // không hỗ trợ
}
```
Lưu ý: Vì client hay dùng phiên bản cũ nên mọi người cứ thêm đoạn này vào cho chắc để tránh xảy ra lỗi không mong muốn."
