id,bai,tieude,noidung
414,Object là gì? Object trong Javascript,Giới hạn về tên thuộc tính của object trong JS,"Như bạn đã biết, bạn không được phép sử dụngtừ khóa và từ dữ trữđể đặt tên biến trong JavaScript, ví dụ như:var,const,let,for,while,...
`var` `const` `let` `for` `while` Nhưng với thuộc tính trong object khác, bạn không bị giới hạn này:

```js
let obj = {
  var: 1,
  let: ""a"",
  for: null,
  while: NaN,
};

console.log(obj.var); // 1
console.log(obj.let); // a
console.log(obj.for); // null
console.log(obj.while); // NaN
```
`let obj = {
  var: 1,
  let: ""a"",
  for: null,
  while: NaN,
};

console.log(obj.var); // 1
console.log(obj.let); // a
console.log(obj.for); // null
console.log(obj.while); // NaN` Tên của thuộc tính có thể là bất kỳ string nào (hoặc symbol). Với những giá trị không phải string thì JavaScript sẽ tựchuyển đổi kiểu dữ liệusang string.
Ví dụ số0được chuyển về string""0"":
`0` `""0""` 
```js
let obj = {
  0: ""Zero"",
};

// Hai cách truy cập sau đây tương đương nhau
console.log(obj[0]); // Zero
console.log(obj[""0""]); // Zero
```
`let obj = {
  0: ""Zero"",
};

// Hai cách truy cập sau đây tương đương nhau
console.log(obj[0]); // Zero
console.log(obj[""0""]); // Zero` `__proto__` 
```js
let obj = {
  x: 1,
};

console.log(obj.__proto__); // [object Object]

obj.__proto__ = ""string"";
console.log(obj.__proto__); // [object Object] - giống như cũ
```
`let obj = {
  x: 1,
};

console.log(obj.__proto__); // [object Object]

obj.__proto__ = ""string"";
console.log(obj.__proto__); // [object Object] - giống như cũ` Đây là thuộc tính đặc biệt trong JavaScript mà mình sẽ giới thiệu sau."
415,Object là gì? Object trong Javascript,Cách kiểm tra tính tồn tại của thuộc tính,"Như mình đã nói ở trên, nếu một thuộc tính không tồn tại trong object thì giá trị của nó làundefined.
`undefined` Nhưng bạn không thể dùng cách này để kiểm tra tính tồn tại của thuộc tính trong object được. Vì rất có thể, giá trị của thuộc tính được chủ động gán choundefined.
`undefined` 
```js
let user = {
  name: undefined,
};

console.log(user.name); // undefined
console.log(user.age); // undefined
```
`let user = {
  name: undefined,
};

console.log(user.name); // undefined
console.log(user.age); // undefined` Cả hai trường hợp trên đều cho kết quả làundefined. Nhưng rõ ràng là thuộc tínhnamecó tồn tại trong object, còn thuộc tínhagethì không tồn tại.
`undefined` `name` `age` Để giải quyết vấn đề này, bạn có thể dùng toán tửinvới cú pháp là:
`in` ""key"" in object;
`""key"" in object;` Ví dụ sử dụngin:
`in` 
```js
let user = {
  name: undefined,
};

console.log(""name"" in user); // true
console.log(""age"" in user); // false
```
`let user = {
  name: undefined,
};

console.log(""name"" in user); // true
console.log(""age"" in user); // false` `in` `""""` `''` `true` `false`"
416,Object là gì? Object trong Javascript,Cách duyệt tất cả các thuộc tính của object,"Để duyệt tất cả các thuộc tính của object, bạn có thể sử dụng vòng lặpfor...in- khác với vòng lặpfor(;;)đã tìm hiểu ở bàivòng lặp trong JavaScript.
`for...in` `for(;;)` 
```js
let myComputer = {
  type: ""laptop"",
  brand: ""Sony"",
  ""operating system"": ""Windows 7"",
  ""graphic card"": ""NVIDIA"",
};

for (let prop in myComputer) {
  console.log(prop, "":"", myComputer[prop]);
}

// type : laptop
// brand : Sony
// operating system : Windows 7
// graphic card : NVIDIA
```
`let myComputer = {
  type: ""laptop"",
  brand: ""Sony"",
  ""operating system"": ""Windows 7"",
  ""graphic card"": ""NVIDIA"",
};

for (let prop in myComputer) {
  console.log(prop, "":"", myComputer[prop]);
}

// type : laptop
// brand : Sony
// operating system : Windows 7
// graphic card : NVIDIA` Khi đó biếnpropsẽ chạy hết tất cả các thuộc tính của objectmyComputer.
`prop` `myComputer`"
417,Object là gì? Object trong Javascript,Thứ tự các thuộc tính của object trong JavaScript,"Khi duyệt tất cả các thuộc tính của object trong JavaScript thì có hai trường hợp xảy ra:
Ví dụ:

```js
let numbers = {
  ""-21"": ""minus two"",
  ""-1"": ""minus one"",
  0: ""zero"",
  10: ""ten"",
  2: ""two"",
  a: ""abc"",
  ""-3"": ""minus three"",
  4: ""four"",
  3: ""three"",
  6: ""six"",
};

for (let n in numbers) {
  console.log(n);
}

// 0
// 2
// 3
// 4
// 6
// 10
// -21
// -1
// a
// -3
```
`let numbers = {
  ""-21"": ""minus two"",
  ""-1"": ""minus one"",
  0: ""zero"",
  10: ""ten"",
  2: ""two"",
  a: ""abc"",
  ""-3"": ""minus three"",
  4: ""four"",
  3: ""three"",
  6: ""six"",
};

for (let n in numbers) {
  console.log(n);
}

// 0
// 2
// 3
// 4
// 6
// 10
// -21
// -1
// a
// -3` Trong ví dụ trên, các thuộc tính với số không dấu được đưa lên đầu và sắp xếp theo tứ tự từ số nhỏ đến số lớn. Các thuộc tính còn lại được xếp sau và giống với thứ tự thêm vào object."
418,Object là gì? Object trong Javascript,Một số đối tượng sẵn có trong JavaScript,"JavaScript cung cấp sẵn một số đối tượng giúp công việc lập trình trở nên dễ dàng hơn.
Mỗi khi hàm được gọi, có một biến số đặc biệt tên làargumentsđược thêm vào bên trong phạm vi của function. Biến số này chứa một thuộc tính làlength, để xác định số lượng tham số truyền vào.
`arguments` `length` Bởi vì, bạn có thể truyền vào nhiều hơn, hay ít hơn số lượng tham số của hàm. Nên việc biết số lượng tham số truyền vào là vô cùng cần thiết trong lập trình JavaScript.
Ví dụ sau miêu tả cách sử dụngargumentsđể xác định số lớn nhất trong tất cả các số truyền vào:
`arguments` 
```js
function maxOf() {
  let max = -1;

  for (let i = 0; i < arguments.length; i++) {
    if (arguments[i] > max) max = arguments[i];
  }

  return max;
}

console.log(maxOf(1, 2));
// 2

console.log(maxOf(1, 2, 6, 4, 7, 3, 5));
// 7
```
`function maxOf() {
  let max = -1;

  for (let i = 0; i < arguments.length; i++) {
    if (arguments[i] > max) max = arguments[i];
  }

  return max;
}

console.log(maxOf(1, 2));
// 2

console.log(maxOf(1, 2, 6, 4, 7, 3, 5));
// 7` Rõ ràng, hàmmaxOfở trên không chứa một tham số nào. Nhưng khi sử dụng, mình lại truyền vào tham số với số lượng tuỳ ý.
`maxOf` Cái tên đã nói lên tất cả. Đúng vậy, đối tượngMathchứa các hàm phục vụ cho tính toán số học như:
`Math` `Math.min` `Math.max` `Math.sqrt` `Math.abs` Sử dụngMathgiúp giảm thiểu đáng kể thời gian viết code, vì bạn không phải viết lại những hàm cực kì cơ bản.
`Math` Bạn có thể tham khảo thêm vềMath.
Trên với trình duyệt, object lớn nhất chính làwindow. Mọi biến global đều thuộc đối tượng này.
`window` 
```js
var x = 6; // khai báo biến sử dụng var như này thì x thuộc window
console.log(""x"" in window);
// true

console.log(window.x);
// 6
```
`var x = 6; // khai báo biến sử dụng var như này thì x thuộc window
console.log(""x"" in window);
// true

console.log(window.x);
// 6`"
419,Object là gì? Object trong Javascript,Tổng kết,"Bản chất object trong JavaScript là tập hợp của cáckey-value, trong đó:
Có hai cách để truy cập vào thuộc tính của object:
`.` `object.property` `[]` `object[""property""]` `[]` `key` Một số toán tử liên quan:
`delete` `delete object.property` `in` `""key"" in object` Để duyệt tất cả các thuộc tính trong object, bạn dùng vòng lặpfor...indạng như:for(let key in obj).
`for...in` `for(let key in obj)`"
420,Object là gì? Object trong Javascript,Thực hành,"Viết code theo các yêu cầu sau:
`point` `x` `2` `y` `3` `z index` `1000` `1005` `x` `1` `y` `point` Xem đáp án

```js
// 1. Tạo object rỗng `point`.
let point = {};

// 2. Thêm thuộc tính `x` với giá trị `2`.
point.x = 2;

// 3. Thêm thuộc tính `y` với giá trị `3`.
point.y = 3;

// 4. Thêm thuộc tính `z index` với giá trị `1000`.
point[""z-index""] = 1000;

// 5. Tính tổng giá trị các thuộc tính.
let sum = 0;
for (let key in point) {
  sum += point[key];
}
console.log(sum); // 1005

// 6. Thay đổi giá trị ứng với thuộc tính `x` thành `1`.
point.x = 1;

// 7. Xóa thuộc tính `y` khỏi `point`.
delete point.y;
```
`// 1. Tạo object rỗng `point`.
let point = {};

// 2. Thêm thuộc tính `x` với giá trị `2`.
point.x = 2;

// 3. Thêm thuộc tính `y` với giá trị `3`.
point.y = 3;

// 4. Thêm thuộc tính `z index` với giá trị `1000`.
point[""z-index""] = 1000;

// 5. Tính tổng giá trị các thuộc tính.
let sum = 0;
for (let key in point) {
  sum += point[key];
}
console.log(sum); // 1005

// 6. Thay đổi giá trị ứng với thuộc tính `x` thành `1`.
point.x = 1;

// 7. Xóa thuộc tính `y` khỏi `point`.
delete point.y;`"
421,Optional chaining trong Javascript,Giới thiệu,"Optional chaining trong JavaScript?.là cách an toàn để truy cập vào thuộc tính của object lồng nhau, thậm chí thuộc tính không tồn tại.
`?.`"
422,Optional chaining trong Javascript,Vấn đề với thuộc tính không tồn tại,"Giả sử mình có đối tượnguser. Trong đối tượnguserlại có thuộc tínhaddress(cũng là mộtobject). Nhưng thuộc tínhaddresslàkhông bắt buộc.
`user` `user` `address` `address` Nghĩa là không phải đối tượng nào cũng cung cấpaddresshay giá trị củauser.addresscó thể bằngundefined.
`address` `user.address` `undefined` Tiếp theo, trongaddresslại có các thuộc tính nhưstreet,city,... Nếu mình muốn truy cập vàoaddressthì sẽ làm như sau:
`address` `street` `city` `address` 
```js
// user có thuộc tính address
let user1 = {
  address: { street: ""Hai Ba Trung"" },
};
console.log(user1.address.street); // Hai Ba Trung
// user không có thuộc tính address
let user2 = {};
console.log(user2.address.street); // Uncaught TypeError: Cannot read properties of undefined (reading 'street')
```
`// user có thuộc tính address
let user1 = {
  address: { street: ""Hai Ba Trung"" },
};
console.log(user1.address.street); // Hai Ba Trung
// user không có thuộc tính address
let user2 = {};
console.log(user2.address.street); // Uncaught TypeError: Cannot read properties of undefined (reading 'street')` Trường hợpuser2không cóaddressmà mình truy cậpuser2.address.streetthì sẽ bị lỗiUncaught TypeError: Cannot read properties of undefined (reading 'street').
`user2` `address` `user2.address.street` Tạm dịch: không thể đọc giá trị thuộc tính củaundefined.
`undefined` Kết quả mong muốnthường là: nếuuser2.addressbằngundefinedthìuser2.address.streetcũng trả vềundefined.
`user2.address` `undefined` `user2.address.street` `undefined` Có một số cách để giải quyết vấn đề này. Bạn có thể sử dụngcâu lệnhifhoặc toán tử?:hoặc dùngtoán tử AND&&như sau:
`if` `?:` `&&` 
```js
let user2 = {};

// sử dụng if
let street1;
if (user2.address) {
  street1 = user2.address.street;
}

// sử dụng ?:
let street2 = user2.address ? user2.address.street : undefined;

// sử dụng toán tử &&
let street3 = user2.address && user2.address.street;
```
`let user2 = {};

// sử dụng if
let street1;
if (user2.address) {
  street1 = user2.address.street;
}

// sử dụng ?:
let street2 = user2.address ? user2.address.street : undefined;

// sử dụng toán tử &&
let street3 = user2.address && user2.address.street;` Rõ ràng, cả ba cách trên đều quá dài dòng. Vàuser2.addressbịlặp lại hai lần. Và nếu object cónhiều lớp lồng nhauthì việc lặp lại còn xảy ra nhiều hơn.
`user2.address` Đó là lý dooptional chaining trong JavaScriptxuất hiện để giải quyết vấn đề trên."
423,Optional chaining trong Javascript,Optional chaining trong JavaScript là gì?,"Optional chaining trong Javascript kí hiệu là?., dùng để dừng lại quá trình xử lý nếu giá trị trước?.cókiểu dữ liệulàundefinedhoặcnull.
`?.` `?.` `undefined` `null` Nói cách khác,value?.prop:
`value?.prop` `value.prop` `value` `undefined` `null` `value` `undefined` `null` `undefined` Ví dụ sử dụng optional chaining trong JavaScript:

```js
// user có thuộc tính address
let user1 = {
  address: {
    street: ""Hai Ba Trung"",
  },
};
console.log(user1?.address?.street); // Hai Ba Trung
// user không có thuộc tính address
let user2 = {};
console.log(user2?.address?.street); // undefined
```
`// user có thuộc tính address
let user1 = {
  address: {
    street: ""Hai Ba Trung"",
  },
};
console.log(user1?.address?.street); // Hai Ba Trung
// user không có thuộc tính address
let user2 = {};
console.log(user2?.address?.street); // undefined` Cách viết trên rõ ràng làgọn gàng hơn. Và kết quả trả về đúng như mong đợi.
Ngoài ra, cách viết trên vẫn hoạt động đúng trong trường hợpuserbằngnullhoặcundefined.
`user` `null` `undefined` 
```js
let user = null;

console.log(user?.address); // undefined
console.log(user?.address?.street); // undefined
```
`let user = null;

console.log(user?.address); // undefined
console.log(user?.address?.street); // undefined` Lưu ý
Optional chaining trong JavaScript?.chỉ kiểm tra điều kiện củamột giá trịđứng trước nó.
`?.` Ví dụ đoạn code sau bị lỗi:

```js
let user = null;

console.log(user.address?.street); // Uncaught TypeError: Cannot read properties of null (reading 'address')
```
`let user = null;

console.log(user.address?.street); // Uncaught TypeError: Cannot read properties of null (reading 'address')` Đoạn code trên bị lỗi vì?.đặt sauaddressnên chỉ dùng để kiểm tra giá trị củaaddress.
`?.` `address` `address` Nhưng vấn đề ở đây là, giá trịuserbằngnull. Nên bước truy cậpuser.addressđã bị lỗicannot read properties of null (reading 'address').
`user` `null` `user.address`"
424,Optional chaining trong Javascript,Một số chú ý về optional chaining,"Bên trên là nhữngưu điểmcủa Optional Chaining trong JavaScript. Nhưng không phải trường hợp nào cũng nên sử dụng optional chaining.
Sau đây là một số chú ý:
►Không nên lạm dụng optional chaining
Bạn chỉ nên sử dụng?.nếu giá trị trước?.bằngnullhoặcundefinedlàcó thể chấp nhận được.
`?.` `?.` `null` `undefined` Trong ví dụ trên, giá trị củaaddresstronguserlàkhông bắt buộc. Nên việc sử dụngaddress?.streetlà hoàn toàn hợp lý.
`address` `user` `address?.street` Về phíauser, nếu giá trị củausercũng không bắt buộc thì bạn nên sử dụnguser?.address.
`user` `user` `user?.address` Nhưng nếu giá trị củauserlàbắt buộc phải có(không có sẽ là sai logic code) thì bạn chỉ nên viếtuser.address.
`user` `user.address` Với cách viết này, nếuuserbằngnullhoặcundefinedthì bạn sẽ thấy lỗi hiển thị raconsole. Nhờ vậy, bạnbiết lỗi để sửa lại logiccho đúng (thay vì phải rất khó khăn để tìm ra lỗi sai).
`user` `null` `undefined` ►Biến trước?.phải được khai báo trước
`?.` Trường hợp biến đứng trước?.chưa được khai báo, bạn sẽ bị lỗi:
`?.` 
```js
console.log(user?.address);
// Uncaught ReferenceError: user is not defined
```
`console.log(user?.address);
// Uncaught ReferenceError: user is not defined` Nghĩa là giá trị trước?.phải được khai báo biến vớilet/const/varhoặc là một hàm (sử dụngfunction).
`?.` `let` `const` `var` `function`"
