id,bai,tieude,noidung
156,Array.forEach(),Lý thuyết,"Sinh viên hiểu về
Array.forEach()
và cách sử dụng nó trong thực tế.
Phương thức
forEach()
thực thi một hàm được cung cấp một lần cho mỗi phần tử mảng. Có thể thay thế for để duyệt mảng
Cú pháp
```js
arr.forEach(callback(currentValue[,index[,array]])[,thisArg]);
```
callback:
Hàm xử lý mỗi phần tử, có 3 tham số
currentValue
: Phần tử hiện tại đang được xử lý trong mảng
index
(
tùy chọn
): Chỉ mục của phần tử hiện tại đang được xử lý trong mảng.
array
(
tùy chọn
): Mảng đang được
foreach()
xử lý.
thisArg (
tùy chọn
)
: Giá trị được gán cho từ khóa
this
bên trong hàm
callback
khi được thực thi.
Ví dụ:
```js
vararray1=['a','b','c'];array1.forEach(function(element){console.log(element);});// output: ""a""// output: ""b""// output: ""c""functionlogArrayElements(element,index,array){console.log('a['+index+'] = '+element);}// Notice that index 2 is skipped since there is no item at// that position in the array.[2,5,,9].forEach(logArrayElements);// logs:// a[0] = 2// a[1] = 5// a[3] = 9
```"
157,Array and Array Methods,Bài tập,"Tạo 1 mảng:
[25, 154, 461, 67, 32, 43]
.
Chạy chương trình mẫu và xem kết quả
Đầu vào
: None
Đầu ra
: In mảng"
158,Array and Array Methods,Gợi ý,Đọc phần lý thuyết sau để hiểu về mảng và cách phương thức của mảng
159,Array and Array Methods,Lý thuyết,"Sinh viên hiểu về object và các phương thức của object và cách sử dụng chúng trong thực tế
Array
(mảng) là một đối tượng đại diện cho một tập hợp các loại phần tử tương tự..
Có 3 cách khai báo mạng
1. By array literal (Theo nghĩa đen)
Cú pháp tạo mảng bằng cách sử dụng mảng bằng chữ được đưa ra dưới đây:
```js
vararrayname=[value1,value2.....valueN];// Example:varemp=[""Sonoo"",""Vimal"",""Ratan""];
```
2. Bằng cách tạo cá thể của Array trực tiếp (dùng từ khóa new)
Cú pháp tạo mảng trực tiếp được đưa ra dưới đây:
```js
vararrayname=newArray();// Example:varemp=newArray();emp[0]=""Arun"";emp[1]=""Varun"";
```
3. Sử dụng Array constructor (Dùng từ khóa new)
Ở đây, bạn cần tạo cá thể của mảng bằng cách chuyển các đối số trong hàm tạo để chúng ta không phải cung cấp giá trị một cách rõ ràng.
Ví dụ về việc tạo đối tượng bằng hàm tạo mảng được đưa ra dưới đây.
```js
varemp=newArray(""Jai"",""Vijay"",""Smith"");
```
Thuộc tính
Mô tả
Array.length
Thuộc tính length của một mảng trả về số phần tử trong mảng đó. Đó là một số nguyên 32 bit không dấu và luôn lớn hơn chỉ mục lớn nhất của mảng (chỉ mục lớn nhất chính là dộ dài của mảng trừ đi 1).
Array cũng có các phương thức
Phương thức là hành động có thể được thực hiện trên các array.
Các phương thức được lưu trữ trong các thuộc tính như việc định nghĩa hàm.
Các phương thức khác nhau của array như sau: Chúng ta sẽ đi vào chi tiết 1 số các phương thức chính của array trong các phần sau.
Phương thức
Mô tả
concat()
Nó trả về một đối tượng mảng mới chứa hai hoặc nhiều mảng được hợp nhất.
copywithin()
Nó sao chép một phần của mảng đã cho bằng các phần tử của chính nó và trả về mảng đã sửa đổi.
every()
Nó xác định xem tất cả các phần tử của một mảng có thỏa mãn các điều kiện hàm được cung cấp hay không.
fill()
Nó điền các phần tử vào một mảng với các giá trị tĩnh.
filter()
Nó trả về mảng mới chứa các phần tử vượt qua các điều kiện hàm được cung cấp.
find()
It returns the value of the first element in the given array that satisfies the specified condition.
findIndex()
Nó trả về giá trị chỉ mục của phần tử đầu tiên trong mảng đã cho thỏa mãn điều kiện đã chỉ định.
forEach()
Nó gọi hàm được cung cấp một lần cho mỗi phần tử của một mảng.
includes()
Nó kiểm tra xem mảng đã cho có chứa phần tử đã chỉ định hay không.
indexOf()
Nó tìm kiếm phần tử được chỉ định trong mảng đã cho và trả về chỉ mục của trận đấu đầu tiên.
join()
Nó kết hợp các phần tử của một mảng dưới dạng một chuỗi.
lastIndexOf()
Nó tìm kiếm phần tử được chỉ định trong mảng đã cho và trả về chỉ mục cuối cùng.
map()
Nó gọi hàm được chỉ định cho mọi phần tử mảng và trả về mảng mới
pop()
Nó loại bỏ và trả về phần tử cuối cùng của một mảng.
push()
Nó thêm một hoặc nhiều phần tử vào cuối của một mảng.
reverse()
Nó đảo ngược các yếu tố của mảng nhất định.
shift()
Nó loại bỏ và trả về phần tử đầu tiên của một mảng.
slice()
Nó trả về một mảng mới chứa bản sao của một phần của mảng đã cho.
sort()
Nó trả về phần tử của mảng đã cho theo thứ tự được sắp xếp.
splice()
Nó thêm / xóa các phần tử đến / từ mảng đã cho.
unshift()
Nó thêm một hoặc nhiều phần tử vào đầu mảng đã cho."
160,Array.map(),Bài tập,"Cho mảng số tự nhiên
data
. Chuyển tất cả các phần tử của mảng về giá trị tuyệt đối và in ra mảng mới
Ví dụ
:
data = [2, -1, -8];
In ra:
[2, 1, 8]
data = [2, -1, -8];
In ra:
[2, 1, 8]
Đầu vào
: data
Đầu ra
: Chuyển tất cả các phần tử của mảng về giá trị tuyệt đối và in ra mảng mới"
161,Array.map(),Gợi ý,"Đọc phấn lý thuyết để biết về
Array.map()"
162,Array.map(),Lý thuyết,"Sinh viên hiểu về
Array.map()
và cách sử dụng nó trong thực tế.
Phương thức
map()
tạo ra một mảng mới với kết quả gọi một hàm được cung cấp trên mọi phần tử trong mảng gọi.
Cú pháp
```js
varnew_array=arr.map(functioncallback(currentValue[,index[,array]]){// Return element for new_array}[,thisArg])
```
currentValue
: Giá trị của phần tử trong mảng đang được xử lý
index
(Tùy chọn): Index của phần tử trong mảng đang được xử lý
array
(Optional): Mảng đang được gọi với
map
thisArg
(Tùy chọn): Giá trị gán cho từ khóa
this
bên trong
callback
.
Ví dụ
```js
functiondouble_value(x){returnx*2;}vararray1=[1,4,9,16];// pass a function to mapconstmap1=array1.map(double_value);console.log(map1);// output: Array [2, 8, 18, 32]varnumbers=[1,2,3,4];varfilteredNumbers=numbers.map(function(num,index){if(index<3){returnnum;}});//index goes from 0,so the filterNumbers are 1,2,3 and undefined.// filteredNumbers is [1, 2, 3, undefined]// numbers is still [1, 2, 3, 4]
```"
163,"Array.shift(), Array.unshift(), Array.pop() and Array.push()",Gợi ý,"Đọc phần lý thuyết để hiểu về
Array.shift()
,
Array.unshift()
,
Array.pop()
and
Array.push()"
164,"Array.shift(), Array.unshift(), Array.pop() and Array.push()",Lý thuyết,"Sinh viên hiểu về
Array.shift()
,
Array.unshift()
,
Array.pop()
,
Array.push()
và cách sử dụng nó trong thực tế.
Phương thức
shift()
xóa phần tử đầu liên của mạng và trả về phần tử bị xóa này. Phương thức này sẽ thay đổi độ dài của mang.
Cú pháp
```js
arr.shift()
```
Example
```js
vararray1=[""A"",""B"",""C""];varfirstElement=array1.shift();console.log(array1);// output: Array [""B"", ""C""]console.log(firstElement);// output: A
```
Phương thức unshift() thêm một hoặc nhiều phần tử vào vị trí đầu mảng sau đó trả về chiều dài của mảng mới.
Cú pháp
```js
arr.unshift(element1[,...[,elementN]])
```
Example
```js
vararray1=[1,2,3];console.log(array1.unshift(4,5));// expected output: 5console.log(array1);// expected output: Array [4, 5, 1, 2, 3]
```
Phường thức
pop()
xóa đi phần tử cuối cùng của mảng và trả về phần tử này. Phương thức này sẽ thay đổi chiều dài của mảng.
Cú pháp
```js
arr.pop()
```
Ví dụ
```js
varplants=['broccoli','cauliflower','cabbage','kale','tomato'];console.log(plants.pop());// output: ""tomato""console.log(plants);// output: Array [""broccoli"", ""cauliflower"", ""cabbage"", ""kale""]plants.pop();console.log(plants);// output: Array [""broccoli"", ""cauliflower"", ""cabbage""]
```
Phương thức
push()
thêm 1 hay nhiều phần tử vào cuối mảng và trả về độ dài của mảng mới.
Cú pháp
```js
arr.push(element1[,...[,elementN]])
```
Ví dụ
```js
varanimals=['pigs','goats','sheep'];console.log(animals.push('cows'));// output: 4console.log(animals);// output: Array [""pigs"", ""goats"", ""sheep"", ""cows""]animals.push('chickens');console.log(animals);// output: Array [""pigs"", ""goats"", ""sheep"", ""cows"", ""chickens""]
```"
165,Array.some(),Bài tập,"Cho 1 mảng các số tự nhiên
data
. In ra
""Yes""
Nếu 1 vài phần từ của mạng là số chẵn
Nếu không, in ra
""No""
Ví dụ
:
data = [1, 2, 3, 4, 5];
In ra:
""Yes""
data = [1, 1, 3, 1, 5];
In ra:
""No""
Đầu vào
: data
Đầu ra
:
""Yes""
hoạc
""No""
data = [1, 2, 3, 4, 5];
In ra:
""Yes""
data = [1, 1, 3, 1, 5];
In ra:
""No"""
166,Array.some(),Gợi ý,"Đọc phần lý thuyết sau để hiểu về
Array.some()"
167,Array.some(),Lý thuyết,"Sinh viên hiểu về
Array.some()
và cách sử dụng nó trong thực tế.
Phương thức
some()
kiểm tra xem ít nhất một phần tử trong mảng có vượt qua kiểm tra được thực hiện bởi hàm được cung cấp hay không. Nó trả về giá trị Boolean.
Ví dụ
```js
vararray1=[1,2,3,101,5];vararray2=[1,2,3,5];varisBig=function(element){// checks whether an element is evenreturnelement>=100;};console.log(array1.some(isBig));// output: trueconsole.log(array2.some(isBig));// output: false
```
```js
arr.some(callback(element[,index[,array]])[,thisArg])
```
callback:
Một hàm để kiểm tra cho từng phần tử, lấy ba đối số:
element
: Phần tử hiện tại đang được xử lý trong mảng.
index
(Optional): Chỉ mục của phần tử hiện tại đang được xử lý trong mảng.
array
(Optional): Các mảng được gọi theo.
thisArg:
Một giá trị để sử dụng như thế này khi thực hiện callback.
Phương thức
some()
thực thi hàm callback một lần và lặp qua từng phần tử của mảng cho đến khi hàm callback trả về một giá trị truthy (tức là true khi được chuyển sang kiểu Boolean). Nếu như có một phần tử thoả mãn, some() sẽ lập tức trả về true. Ngược lại sẽ trả về false. callback được gọi chỉ khi các phần tử của mảng có giá trị.
Ví dụ bên dưới đang kiểm tra xem có phần tử nào lớn hơn 10 hay không.
```js
functionisBiggerThan10(element,index,array){returnelement>10;}[2,5,8,1,4].some(isBiggerThan10);// false[12,5,8,1,4].some(isBiggerThan10);// true
```"
168,Object.assign(),Bài tập,"Cho 2 objects.
Đầu vào
: Không có
Đầu ra
:
{ name: 'foo', d: 10, foo: 'bar', a: 5 }
Sử dụng
Object.assign()
để giải quyết vấn đề.
Đọc phần lý thuyết để hiểu về
Object.assign()
Sinh viên hiểu về
Object.assign()
và cách sử dụng chúng trong thực tế.
Object.assign()
được sử dụng để sao chép các giá trị của tất cả thuộc tính có thể liệt kê từ một hoặc nhiều đối tượng nguồn đến một đối tượng đích. Nó sẽ  trả về đối tượng đích đó.
Cú pháp
```js
Object.assign(target,...sources)
```
Ví dụ
```js
consttarget={a:1,b:2};constsource={b:4,c:5};constreturnedTarget=Object.assign(target,source);console.log(target);// expected output: Object { a: 1, b: 4, c: 5 }console.log(returnedTarget);// expected output: Object { a: 1, b: 4, c: 5 }
```
Mô tả
Các thuộc tính trong đối tượng đích sẽ bị ghi lại bởi các thuộc tính trong đối tượng nguồn nếu chúng có cùng key. Tương tự, các thuộc tính nguồn sau sẽ ghi đè lên những thuộc tính nguồn trước.
Phương thức
Object.assign()
chỉ sao chép những giá trị
liệt kê được
và và các thuộc tính
của bản thân
nó đến đối tượng đích. Nó sử dụng
[[Get]]
trên nguồn và
[[Set]]
trên đích, vì vậy nó sẽ gọi các hàm getter và setter.  Vì lý do đó nó
chỉ định
Object.getOwnPropertyDescriptor()
và
Object.defineProperty()
để thay thế.
```js
// Cloning an objectvarobj={a:1};varcopy=Object.assign({},obj);console.log(copy);// { a: 1 }// Merging objects with same propertiesvaro1={a:1,b:1,c:1};varo2={b:2,c:2};varo3={c:3};varobj=Object.assign({},o1,o2,o3);console.log(obj);// { a: 1, b: 2, c: 3 }
```"
169,Object.entries(),Bài tập,"Cho đoạn code mẫu. Dùng Object.entries để chuyển data thành mảng của mảng tên thuộc tính và giá trị và in nó ra
Vi dụ
Nếu data = { a: 'x', b: 'y'};  In ra: [ ['a', 'x'], ['b', 'y'] ]
Đầu vào
: data
Đầu ra
:   Dùng Object.entries để chuyển
data
thành mảng của mảng tên thuộc tính và giá trị và in nó ra
Nếu data = { a: 'x', b: 'y'};  In ra: [ ['a', 'x'], ['b', 'y'] ]"
170,Object.entries(),Gợi ý,"Đọc phần lý thuyết để biết về Object.entries
Lý thuyết
Sinh viên hiểu về phương thức Object.entries() và cách sử dụng nó để giải quyết vấn đề trong thực tế.
Phương thức
Object.entries ()
trả về một mảng các cặp thuộc tính [key, value] chính một đối tượng cụ thể, theo cùng thứ tự như vòng lặp
for ...in
. Thứ tự của mảng được trả về bởi Object.entries () không phụ thuộc vào cách khai báo đối tượng. Nếu có nhu cầu nếu có nhu cầu sắp xệp lại mảng có thể sử dung Array.sort như Object.entries (obj) .sort ((a, b) => b [0] .localeCompare (a [0]));.
Nhưng chúng ta sẽ thảo luận về Array.sort trong phần sau.
Ví dụ:
```js
constobject1={a:'somestring',b:42};for(let[key,value]ofObject.entries(object1)){console.log(key+': '+value);}// expected output:// ""a: somestring""// ""b: 42""
```
Cu pháp
```js
Object.entries(obj)
```
obj:
Đối tượng có các cặp thuộc tính [khóa, giá trị]
Ví dụ
```js
constobj={foo:'bar',baz:1988};console.log(Object.entries(obj));// [ ['foo', 'bar'], ['baz', 1988] ]​
```
Description
Object.entries()
trả về một mảng có các phần tử là các mảng tương ứng với các cặp [key, value] thuộc tính chuỗi có thể đếm được được tìm thấy trực tiếp trên đối tượng. Thứ tự của các thuộc tính giống như thứ tự được đưa ra bằng cách lặp qua các giá trị thuộc tính của đối tượng theo cách thủ công.



```js
constobj={foo:'bar',baz:1988};console.log(Object.entries(obj));// [ ['foo', 'bar'], ['baz', 1988] ]​​
```"
171,Object.keys(),Bài tập,"Cho 1 object
person  = {firstName:
""Trung""
, lastName:
""Vuong""
, age:
50
, eyeColor:
""blue""
};
Lấy ra tất cả các tên thuộc tính của object và in chúng ra
Đầu vào
: Không có
Đầu ra
:
```js
firstName
lastName
age
eyeColor
```"
172,Object.keys(),Gợi ý,"Đọc phần lý thuyết để hiểu về
Object.keys()"
173,Object.keys(),Lý thuyết,"Sinh viên hiểu về phương thức
Object.keys()
và cách sử dụng nó để giải quyết vấn đề trong thực tế.
Phương thức
Object.keys()
trả về một mảng các tên thuộc tính có thể đếm được của một đối tượng cụ thể, theo thứ tự như chúng ta nhận được với một vòng lặp thông thường.
Cú pháp
```js
Object.keys(obj);
```
Ví dụ
:
```js
constobject1={a:1,b:2,c:3};console.log(Object.keys(object1));// output: Array [""a"", ""b"", ""c""]
```
Mô tả
Object.keys()
trả về một mảng có các phần tử là các chuỗi tương ứng với các thuộc tính tìm thấy trực tiếp trên đối tượng. Thứ tự của các thuộc tính giống như thứ tự được đưa ra bằng cách lặp qua các thuộc tính của đối tượng theo cách thủ công."
174,Object and Methods of the Object,Bài tập,"Cho 1 tên (name) và 1 số là (year_of_birth) là năm sinh. Viết 1 chương trình khai báo 1 object với các thuộc tính sau
name: name
year_of_birth: year_of_birth
address: ""Ha Noi""
1. In object ra màn hình
2. Tính toán tuổi (age) and và tin tuổi (age) ra màn hình với định rạng ""
{name} is {age} years old
""
age = năm nay - year_of_birth
Ví dụ
: Cho
name = ""Tom""
,
year_of_birth = 1988
và nếu năm hiện tại là 2019, In ra tuổi sẽ là
""Tom is 31 years old""
Đầu vào
: name, year_of_birth
Đầu ra
: In ra object và tin nhắn với định dạnh ""
{name} is {age} years old"""
175,Object and Methods of the Object,Gợi ý,"Sử dụng đoạn code sau để lấy năm hiện tại
```js
vard=newDate();varcurrent_year=d.getFullYear();
```
Đọc phần lý thuyết sau đển hiểu về object và các phương thức của object"
176,Object and Methods of the Object,Lý thuyết,"Sinh viên hiểu về object và các phương thức của object và cách sử dụng chúng trong thực tế
A. Object
1 object (đối tượng) là 1 thực thể có trạng thái và hành vi  (properties and method). Vi dụ: car, pen, bike, chair, glass, keyboard, monitor etc.
JavaScript là một ngôn ngữ dựa trên đối tượng. Mọi thứ đều là một đối tượng trong JavaScript..
JavaScript là dựa trên mẫu không dựa trên lớp. Ở đây, chúng ta không tạo lớp để lấy đối tượng. Nhưng, chúng tôi trực tiếp tạo đối tượng.
Có 3 cách để khái báo đối tượng.
1. By object literal (Theo nghĩa đen)
Cú pháp tạo đối tượng sử dụng đối tượng bằng chữ được đưa ra dưới đây:
```js
vardatas={property1:value1,property2:value2.....propertyN:valueN};// Example:vardatas={name:""Trung"",age:""31"",adress:""Ha Noi""};
```
2. Bằng cách tạo trực tiếp đối tượng (sử dụng từ khóa new)
Cú pháp tạo đối tượng trực tiếp được đưa ra dưới đây:
```js
varobjectname=newObject();objectname.property1=value1;objectname.property2=value2;objectname.property3=value3;//Example:vardatas=newObject();datas.name=""Trung"";datas.age=31;datas.address=""Ha Noi"";
```
3. Sử dụng object constructor (using new keyword)
Ở đây, bạn cần tạo hàm với các đối số. Mỗi giá trị đối số có thể được chỉ định trong đối tượng hiện tại bằng cách sử dụng từ khóa này.
Từ khóa
this
đề cập đến đối tượng hiện tại.
Ví dụ về việc tạo đối tượng bởi hàm tạo đối tượng được đưa ra dưới đây:
```js
functionemp(id,name,salary){this.id=id;this.name=name;this.salary=salary;}vare=newemp(103,""Vimal
```
Truy cập thuộc tính của object
Bạn có thể truy cập vào thuộc tính của object bằng 2 cách:
```js
objectName[""propertyName""];
```
Hay
```js
objectName.propertyName
```
Ví dụ:
```js
varperson={firstName:""John"",lastName:""Doe"",age:50,eyeColor:""blue""};console.log(person[""firstName""]);// Output: John// orconsole.log(person.firstName);// Output: John
```
B. Methods of Object
Object cũng có cách phương thức.
Phương thức là hành động có thể được thực hiện trên các object.
Các phương thức được lưu trữ trong các thuộc tính như việc định nghĩa hàm.
Các phương thức khác nhau của Object như sau: Chúng ta sẽ đi vào chi tiết 1 số các phương thức chính của object trong các phần sau.
Phương thức
Mô tả
Object.assign()
Phương thức này được sử dụng để sao chép các thuộc tính có thể đếm được và sở hữu từ một đối tượng nguồn sang một đối tượng đích
Object.create()
Phương pháp này được sử dụng để tạo một đối tượng mới với các thuộc tính và đối tượng nguyên mẫu được chỉ định.
Object.defineProperty()
Phương pháp này được sử dụng để khai báo hay xác định thuộc tính của object
Object.defineProperties()
Phương pháp này được sử dụng để tạo mới hay khai báo nhiều thuộc tính của object
Object.entries()
Phương thức này trả về một mảng với các mảng của các tên thuộc tính, giá trị.
Object.freeze()
Phương pháp này ngăn chặn các thuộc tính hiện có bị loại bỏ.
Object.getOwnPropertyDescriptor()
Phương thức này trả về một mô tả thuộc tính cho thuộc tính được chỉ định của đối tượng được chỉ định.
Object.getOwnPropertyDescriptors()
Phương thức này trả về tất cả các mô tả thuộc tính riêng của một đối tượng nhất định.
Object.getOwnPropertyNames()
Phương thức này trả về một mảng của tất cả các thuộc tính (liệt kê hoặc không) được tìm thấy.
Object.getOwnPropertySymbols()
Phương thức này trả về một mảng của tất cả các thuộc tính khóa ký hiệu riêng.
Object.getPrototypeOf()
Phương thức này trả về nguyên mẫu của đối tượng đã chỉ định.
Object.is()
Phương pháp này xác định xem hai giá trị có cùng giá trị hay không
Object.isExtensible()
Phương pháp này xác định nếu một đối tượng có thể mở rộng
Object.isFrozen()
Phương pháp này xác định nếu một đối tượng đã bị đóng băng.
Object.isSealed()
Phương pháp này xác định nếu một đối tượng được niêm phong.
Object.keys()
Phương thức này trả về một mảng các tên thuộc tính riêng của đối tượng đã cho.
Object.preventExtensions()
Phương pháp này được sử dụng để ngăn chặn mọi phần mở rộng của một đối tượng.
Object.seal()
Phương pháp này ngăn các thuộc tính mới được thêm vào và đánh dấu tất cả các thuộc tính hiện có là không thể cấu hình.
Object.setPrototypeOf()
Phương thức này đặt nguyên mẫu của một đối tượng được chỉ định cho một đối tượng khác.
Object.values()
Phương thức này trả về một mảng các giá trị."
177,Object.create(),Bài tập,"Cho chương trình mẫu. Tạo 1 object
me
từ
person
, gán
name
và
job
của object
me
từ dữ liệu được truyền vào và chạy
printIntroduction
của object
me
Ví dụ: cho
name = ""Trung""; job = ""developer"";
In ra:
""My name is Trung. My job is developer""
Đầu vào
: name, job
Đầu ra
:
""My name is {name}. My job is {job}"""
178,Object.create(),Gợi ý,"Đọc phần lý thuyết để hiểu về
Object.create()"
179,Object.create(),Lý thuyết,"Phương thức
Object.create ()
tạo một đối tượng mới, sử dụng một đối tượng hiện có làm nguyên mẫu của đối tượng mới được tạo.
Cú pháp
```js
Object.create(proto,[propertiesObject])
```
proto
Đối tượng nên là nguyên mẫu của đối tượng mới được tạo.
propertiesObject
Không bắt buộc. Nếu được chỉ định và khác không được xác định, một đối tượng có các thuộc tính riêng có thể đếm được (nghĩa là các thuộc tính đó được xác định theo chính nó và không thể đếm được các thuộc tính dọc theo chuỗi nguyên mẫu của nó) chỉ định các mô tả thuộc tính được thêm vào đối tượng mới được tạo, với các tên thuộc tính tương ứng. Các thuộc tính này tương ứng với đối số thứ hai của
Object.defineProperties()
.
Vi dụ
```js
consta={x:1,add_numbers:function(){varadded_number=this.x+this.y;console.log(added_number);}};constb=Object.create(a);b.y=2;b.add_numbers();// output: 3
```"
180,Object.values(),Bài tập,"Cho 1
object person  = {firstName:
""Trung""
, lastName:
""Vuong""
, age:
50
, eyeColor:
""blue""
};
Lấy ra tất cả các giá trị của các thuộc tính trong object và in chúng ra
Đầu vào
: Không có
Đầu ra
:
```js
Trung
Vuong50blue
```"
181,Object.values(),Gợi ý,"Đọc phần lý thuyết để hiểu về
Object.values()"
182,Object.values(),Lý thuyết,"Sinh viên hiểu về phương thức
Object.values()
và cách sử dụng nó để giải quyết vấn đề trong thực tế.
Phương thức
Object.values()
trả về một mảng các giá trị thuộc tính có thể đếm được của chính một đối tượng nhất định, theo cùng thứ tự được cung cấp bởi một vòng lặp
for ... in
Cú pháp
```js
Object.values(obj);
```
Ví dụ
:
```js
constobject1={a:1,b:2,c:3};console.log(Object.values(object1));// output: Array [1, 2, 3]
```
Object.values()
trả về một mảng có các phần tử là các giá trị thuộc tính có thể đếm được tìm thấy trên đối tượng. Thứ tự của các thuộc tính giống như thứ tự được đưa ra bằng cách lặp qua các giá trị thuộc tính của đối tượng theo cách thủ công."
